,Lib Dem,Labour,UKIP,Conservative
2017-09-16,19.0,,,
2017-09-17,29.0,,,
2017-09-18,19.0,,,
2017-09-19,15.0,,,
2017-09-24,,116.0,,
2017-09-25,,211.0,,
2017-09-26,,193.0,,
2017-09-27,,183.0,,
2017-09-29,,,11.0,
2017-09-30,,,13.0,
2017-10-01,,,,126.0
2017-10-02,,,,268.0
2017-10-03,,,,322.0
2017-10-04,,,,200.0
